Subject,Course Score,Learning Score,Quiz Score,Recommendation
Cloud Computing,38,72,93,Cloud Computing
Cloud Computing,29,23,38,Cloud Computing
Cloud Computing,18,40,56,Cloud Computing
Cloud Computing,24,42,90,Cloud Computing
Cloud Computing,49,44,78,IT Project Management
Cloud Computing,83,36,50,Cloud Computing
Cloud Computing,25,63,6,Cloud Computing
Cloud Computing,26,31,45,Cloud Computing
Cloud Computing,64,35,5,Cloud Computing
Cloud Computing,11,82,18,Cloud Computing
Cloud Computing,10,57,18,Cloud Computing
Cloud Computing,74,49,89,IT Project Management
Cloud Computing,7,40,70,Cloud Computing
Cloud Computing,53,3,39,Cloud Computing
Cloud Computing,45,29,64,Cloud Computing
Cloud Computing,19,31,13,Cloud Computing
Cloud Computing,66,17,91,Cloud Computing
Cloud Computing,85,64,77,IT Project Management
Cloud Computing,90,10,91,Cloud Computing
Cloud Computing,24,29,88,Cloud Computing
Cloud Computing,29,61,39,Cloud Computing
Cloud Computing,75,82,61,IT Project Management
Cloud Computing,64,3,6,Cloud Computing
Cloud Computing,3,35,89,Cloud Computing
Cloud Computing,78,65,40,IT Project Management
Cloud Computing,58,70,88,IT Project Management
Cloud Computing,76,50,79,IT Project Management
Cloud Computing,63,25,30,Cloud Computing
Cloud Computing,26,2,35,Cloud Computing
Cloud Computing,10,28,90,Cloud Computing
Cloud Computing,83,46,83,IT Project Management
Cloud Computing,14,89,31,Cloud Computing
Cloud Computing,35,86,57,Cloud Computing
Cloud Computing,83,11,80,Cloud Computing
Cloud Computing,64,7,53,Cloud Computing
Cloud Computing,79,72,22,Cloud Computing
Cloud Computing,49,71,58,IT Project Management
Cloud Computing,96,43,3,Cloud Computing
Cloud Computing,72,25,87,Cloud Computing
Cloud Computing,6,39,97,Cloud Computing
Cloud Computing,80,38,67,Cloud Computing
Cloud Computing,61,61,93,IT Project Management
Cloud Computing,23,77,71,Cloud Computing
Cloud Computing,96,52,71,IT Project Management
Cloud Computing,87,71,74,Network and System Administration
Cloud Computing,1,98,70,Cloud Computing
Cloud Computing,76,57,0,Cloud Computing
Cloud Computing,54,15,7,Cloud Computing
Cloud Computing,34,83,92,Cloud Computing
Cloud Computing,99,69,72,IT Project Management
Cloud Computing,13,74,47,Cloud Computing
Cloud Computing,84,15,16,Cloud Computing
Cloud Computing,54,66,79,IT Project Management
Cloud Computing,5,63,0,Cloud Computing
Cloud Computing,31,27,65,Cloud Computing
Cloud Computing,23,76,33,Cloud Computing
Cloud Computing,84,3,41,Cloud Computing
Cloud Computing,21,88,71,Cloud Computing
Cloud Computing,52,9,57,Cloud Computing
Cloud Computing,99,66,51,IT Project Management
Cloud Computing,57,23,91,Cloud Computing
Cloud Computing,3,92,92,Cloud Computing
Cloud Computing,85,17,79,Cloud Computing
Cloud Computing,84,15,24,Cloud Computing
Cloud Computing,69,24,87,Cloud Computing
Cloud Computing,66,58,68,Network and System Administration
Cloud Computing,64,7,32,Cloud Computing
Cloud Computing,34,22,8,Cloud Computing
Cloud Computing,86,59,44,IT Project Management
Cloud Computing,68,34,32,Cloud Computing
Cloud Computing,77,1,12,Cloud Computing
Cloud Computing,32,26,11,Cloud Computing
Cloud Computing,83,23,33,Cloud Computing
Cloud Computing,92,3,55,Cloud Computing
Cloud Computing,29,83,60,Cloud Computing
Cloud Computing,75,22,13,Cloud Computing
Cloud Computing,91,100,98,Network and System Administration
Cloud Computing,47,5,79,Cloud Computing
Cloud Computing,95,80,63,IT Project Management
Cloud Computing,29,79,8,Cloud Computing
Cloud Computing,30,61,46,Cloud Computing
Cloud Computing,60,34,60,Cloud Computing
Cloud Computing,49,23,28,Cloud Computing
Cloud Computing,52,79,95,IT Project Management
Cloud Computing,55,32,68,Cloud Computing
Cloud Computing,12,92,11,Cloud Computing
Cloud Computing,47,57,58,Network and System Administration
Cloud Computing,91,2,48,Cloud Computing
Cloud Computing,50,14,51,Cloud Computing
Cloud Computing,46,78,38,Cloud Computing
Cloud Computing,57,89,87,IT Project Management
Cloud Computing,50,79,0,Cloud Computing
Cloud Computing,66,33,72,Cloud Computing
Cloud Computing,6,2,47,Cloud Computing
Cloud Computing,77,7,94,Cloud Computing
Cloud Computing,2,64,23,Cloud Computing
Cloud Computing,58,88,76,IT Project Management
Cloud Computing,31,75,1,Cloud Computing
Cloud Computing,13,89,92,Cloud Computing
Cloud Computing,64,50,74,IT Project Management
Cloud Computing,55,51,27,Cloud Computing
Cloud Computing,73,83,43,IT Project Management
Cloud Computing,9,38,8,Cloud Computing
Cloud Computing,36,0,94,Cloud Computing
Cloud Computing,16,15,61,Cloud Computing
Cloud Computing,21,72,22,Cloud Computing
Cloud Computing,88,10,8,Cloud Computing
Cloud Computing,37,79,38,Cloud Computing
Cloud Computing,31,59,10,Cloud Computing
Cloud Computing,84,54,17,Cloud Computing
Cloud Computing,92,29,3,Cloud Computing
Cloud Computing,75,67,69,IT Project Management
Cloud Computing,93,27,75,Cloud Computing
Cloud Computing,77,54,7,Cloud Computing
Cloud Computing,29,13,68,Cloud Computing
Cloud Computing,31,7,61,Cloud Computing
